formatted_address,name,geometry.location.lat,geometry.location.lng,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng,rating,opening_hours.open_now,adelaide?,south_australia?,australia?,sa?,big_list_name
"3/175 Pitt St, Sydney NSW 2000, Australia",australian human rights commission,-33.868554,151.208196,-33.86720972010728,151.2096410298927,-33.86990937989272,151.2069413701073,3.0,True,-1,-1,32,-1,australian human rights commission
"Lower ground, 56 Allara St, Canberra ACT 2601, Australia",act human rights commission,-35.2837457,149.1325074,-35.28243852010728,149.1339262798927,-35.28513817989273,149.1312266201073,3.0,True,-1,-1,47,-1,human rights commission
"9440 Pacific Ave, Tacoma, WA 98444, United States",warner brothers pool & spa,47.1712127,-122.434525,47.17256017989273,-122.4329710201073,47.16986052010729,-122.4356706798927,4.2,True,-1,-1,-1,-1,warner bros
"101 Shepherdson Rd, Mount Gambier SA 5290, Australia",tenison woods college,-37.828543,140.7547382,-37.82664292010727,140.7563735298927,-37.82934257989271,140.7536738701073,2.8,True,-1,-1,43,34,tenison woods college
"2-6 Hooke Rd, Edinburgh North SA 5113, Australia",st patrick's technical college,-34.7106693,138.663693,-34.70924992010729,138.6648848798928,-34.71194957989273,138.6621852201073,3.9,True,-1,-1,39,30,st patrick s technical college
"127 State St, Kirkland, WA 98033, United States",st john's preschool,47.6745438,-122.2031493,47.67584837989272,-122.2015114201073,47.67314872010728,-122.2042110798927,5.0,,-1,-1,-1,-1,st joseph s school
"22-24 Mitchell St, Wodonga VIC 3690, Australia","wodonga middle years college, huon campus",-36.1301653,146.8906476,-36.12879627010728,146.8918503298927,-36.13149592989272,146.8891506701073,3.4,True,-1,-1,37,-1,wodonga middle years college
"8 Hedgerow Ct, West Wodonga VIC 3690, Australia","wodonga middle years college, felltimber campus",-36.1264934,146.8620656,-36.12480342010728,146.8633308298928,-36.12750307989272,146.8606311701073,2.7,,-1,-1,38,-1,wodonga middle years college
"Brisbane City QLD 4000, Australia",australian centre for robotic vision,-27.4773299,153.0270123,-27.47604222010727,153.0283118298927,-27.47874187989272,153.0256121701072,5.0,,-1,-1,24,-1,the australian centre for robotic vision
"ArcisstraÃÂe 21, 80333 MÃÂ¼nchen, Germany",technische universitÃ£Â¤t mÃ£Â¼nchen,48.14966,11.5678602,48.15334944999999,11.57129085,48.14575405,11.56361505,4.5,,-1,-1,-1,-1,the technical university of munich
"3910 15th Ave NE, Seattle, WA 98195, United States",institute for nuclear theory,47.65338269999999,-122.3118655,47.65483597989272,-122.30971,47.65213632010727,-122.312584,5.0,,-1,-1,-1,-1,institute for choice
"BoltzmannstraÃÂe 22, 14195 Berlin, Germany",max planck institute for the history of science,52.445675,13.2775157,52.44694267989272,13.27889147989272,52.44424302010728,13.27619182010728,4.6,True,-1,-1,-1,-1,australian institute of botanical science
"Rte Cantonale, 1015 Lausanne, Switzerland",swiss federal institute of technology lausanne,46.5190557,6.5667576,46.5314024,6.57816635,46.51117599999999,6.558052949999999,4.7,,-1,-1,-1,23,swiss federal institute of technology
"55 North Terrace, Adelaide SA 5000, Australia",the bob hawke prime ministerial centre - unisa,-34.9222439,138.5912348,-34.92078452010727,138.5925750798927,-34.92348417989272,138.5898754201073,4.7,,18,-1,36,27,the prime minister s
"Communication, 4109 E Stevens Way NE, Seattle, WA 98105, United States",university of washington graduate school,47.6570956,-122.3052282,47.65840777989273,-122.3036535701073,47.65570812010728,-122.3063532298927,4.0,,-1,-1,-1,-1,university of florida s
"990 2nd St SE, Bandon, OR 97411, United States",wool company,43.1187803,-124.4003607,43.12022307989272,-124.3990117201073,43.11752342010728,-124.4017113798927,4.8,False,-1,-1,-1,-1,the woolmark company
"13151 SE Bull Run Rd, Sandy, OR 97055, United States",bull run powerhouse,45.4284766,-122.2336269,45.42982632989272,-122.2322774201073,45.42712667010728,-122.2349770798927,4.5,,-1,-1,-1,22,lower house
"36 Macdonnell St, Naracoorte SA 5271, Australia",the sheep's back museum,-36.9551225,140.7353405,-36.95375407010727,140.7366929798928,-36.95645372989272,140.7339933201073,4.6,True,-1,-1,38,29,sheep s back museum
"16 Uralla Rd, Armidale NSW 2350, Australia",herefords australia,-30.5221191,151.6409818,-30.52059102010728,151.6422506298927,-30.52329067989272,151.6395509701073,0.0,,-1,-1,33,-1,ford australia
"6JQC+RVM, Ramnagar, Uttar Pradesh 228171, India",shri hanumat shikshan sansthan prashiksan,26.2395805,82.6221657,26.24084257989272,82.6234680298927,26.23814292010728,82.62076837010727,4.3,,-1,-1,-1,-1,lockheed martin australia
"Level 2/1 Richmond Rd, Keswick SA 5035, Australia",naval-group,-34.941135,138.5811981,-34.93999647010727,138.5824362798928,-34.94269612989272,138.5797366201073,5.0,,-1,-1,40,31,naval group
"3 Church St, Bathurst NSW 2795, Australia",all saints anglican cathedral,-33.4172856,149.579804,-33.41603992010727,149.5809966298927,-33.41873957989272,149.5782969701073,4.9,,-1,-1,32,-1,the anglican church
"71-75 Woomera Ave, Edinburgh SA 5111, Australia",northern adelaide waste management authority,-34.7383029,138.6355222,-34.73711287010727,138.6366822798927,-34.73981252989272,138.6339826201073,2.8,True,-1,-1,38,29,the northern adelaide waste management authority
"35 Stirling Hwy, Crawley WA 6009, Australia","school of civil, environmental and mining engineering",-31.9806499,115.8162088,-31.97931372010727,115.8173857298927,-31.98201337989271,115.8146860701073,5.0,True,-1,-1,34,-1,the school of civil environmental and mining engineering
"North Terrace, Adelaide SA 5000, Australia",australian school of petroleum and energy resources,-34.9182293,138.6062007,-34.91684492010728,138.6076392298927,-34.91954457989272,138.6049395701073,4.4,,15,-1,33,24,australian council of trade unions
"1121 W 15th St W, North Vancouver, BC V7P 1M7, Canada",the living lab,49.3219341,-123.105333,49.32332692989272,-123.1039779201073,49.32062727010728,-123.1066775798927,4.8,True,-1,-1,-1,-1,the living lab
"122 Kintore Ave, Adelaide SA 5000, Australia",wirltu yarlu,-34.9192189,138.6024296,-34.91791782010728,138.6037824298927,-34.92061747989272,138.6010827701073,4.0,,17,-1,35,26,virtus health
"30-31 Haymarket, London SW1Y 4EX, United Kingdom",virgin money,51.50979599999999,-0.132712,51.51110767989272,-0.1314342201072778,51.50840802010728,-0.1341338798927222,3.6,False,-1,-1,-1,-1,virgin money
"9719 49th Ave NE, Seattle, WA 98115, United States",volt-tech,47.6999839,-122.2755073,47.70133282989271,-122.2740717701072,47.69863317010727,-122.2767714298927,0.0,,-1,-1,-1,-1,healthtech
"Level 4/601 Bourke St, Melbourne VIC 3000, Australia",ikon institute of australia,-37.8165393,144.9561499,-37.81512687010727,144.9573470298927,-37.81782652989272,144.9546473701072,5.0,True,-1,-1,43,-1,the migration institute of australia
"8/19 Norwood Cres, Moonee Ponds VIC 3039, Australia",scolexia pty ltd,-37.7656017,144.9187474,-37.76420262010728,144.9201091298927,-37.76690227989272,144.9174094701073,5.0,,-1,-1,42,-1,mcl pty ltd
"1 Gladstone Ave, Magill SA 5072, Australia",sciworld incorporated,-34.912941,138.6673438,-34.91154882010728,138.6686914298927,-34.91424847989273,138.6659917701073,0.0,True,-1,-1,33,24,the wool corporation
"300 Desmond Dr SE # 102, Lacey, WA 98503, United States",environmental protection agency,47.047837,-122.808319,47.04924112989271,-122.8069765201073,47.04654147010727,-122.8096761798927,1.0,,-1,-1,-1,-1,the environment protection agency
"Port Augusta SA, Australia",port augusta,-32.4935661,137.7743496,-32.4402989,137.849318,-32.540374,137.6772907,,,-1,-1,17,13,port augusta
"5/7 King William Rd, Unley SA 5061, Australia",science alive,-34.9422054,138.6007333,-34.94076027010728,138.6018764798927,-34.94345992989272,138.5991768201073,3.9,True,-1,-1,36,27,sciencealive org au
"Port Augusta SA 5700, Australia",stem centre,-32.4924995,137.7686472,-32.49110967010728,137.7700880798927,-32.49380932989272,137.7673884201073,0.0,,-1,-1,22,13,the centre s
"99 Carrington St, Adelaide SA 5000, Australia",thomson rossi architects,-34.9314602,138.6039001,-34.93004892010727,138.6051655298927,-34.93274857989272,138.6024658701072,5.0,True,18,-1,36,27,thomson rossi
"2139 Ferry Ave SW, Seattle, WA 98116, United States",seattle fire station 29,47.5843424,-122.3887192,47.58566662989272,-122.3873272201073,47.58296697010728,-122.3900268798927,4.7,,-1,-1,-1,-1,castlepoint station
"555 W Hastings St, Vancouver, BC V6B 1M1, Canada",viterra,49.2848026,-123.112068,49.28625327989272,-123.1108691201073,49.28355362010727,-123.1135687798927,0.0,,-1,-1,-1,-1,viterra
"23 Clinton Rd, Maitland SA 5573, Australia",lutheran school maitland,-34.370603,137.679538,-34.36955287010727,137.6807464298927,-34.37225252989272,137.6780467701073,5.0,True,-1,-1,33,24,the school of infantry
"128 Greenhill Rd, Unley SA 5061, Australia",association of independent schools of south australia,-34.9413701,138.6039185,-34.94006337010728,138.6052771798927,-34.94276302989273,138.6025775201072,3.7,True,-1,-1,33,24,association of independent schools of south australia
"22901 Edmonds Way, Edmonds, WA 98020, United States",new heart foundation,47.79164489999999,-122.3574136,47.79314097989272,-122.3559927201073,47.79044132010728,-122.3586923798927,0.0,True,-1,-1,-1,-1,the heart foundation
"1 Thynne St, Bruce ACT 2617, Australia",australian institute of health and welfare,-35.2408524,149.0935136,-35.23937202010728,149.0948324298927,-35.24207167989272,149.0921327701072,4.0,True,-1,-1,29,-1,the australian institute of health and welfare
"level 9/1 Oxford St, Paddington NSW 2021, Australia",australian institute of health and welfare,-33.8774542,151.2123733,-33.87594242010728,151.2138397798927,-33.87864207989272,151.2111401201072,0.0,True,-1,-1,42,-1,the australian institute of health and welfare
"372 Duncans Rd, Werribee South VIC 3030, Australia",velisha national farms,-37.919049,144.6950627,-37.91770417010727,144.6964060798927,-37.92040382989272,144.6937064201072,4.6,,-1,-1,41,-1,velisha farms
"Tatura VIC 3616, Australia",tatura,-36.4400613,145.2260066,-36.35776389999999,145.277517,-36.5291514,145.1317339,,,-1,-1,17,-1,tatura
"Werribee VIC 3030, Australia",werribee,-37.8997995,144.6641401,-37.8703643,144.7189441,-37.9452719,144.578968,,,-1,-1,19,-1,werribee
"11 Hills Beach Rd, Biddeford, ME 04005, United States",university of new england - biddeford campus,43.4582904,-70.3865402,43.46234245000001,-70.3833647,43.45154864999999,-70.3960667,4.3,False,-1,-1,-1,-1,university of new england une
"716 Stevens Ave, Portland, ME 04103, United States",university of new england - portland campus,43.6831066,-70.29560529999999,43.68445642989272,-70.29425547010727,43.68175677010728,-70.29695512989272,4.2,False,-1,-1,-1,-1,university of new england une
"4006 8 Ave, Port Alberni, BC V9Y 4S4, Canada",john paul ii catholic school,49.2490252,-124.8010223,49.25037537989272,-124.7995223701072,49.24767572010727,-124.8022220298927,3.7,False,-1,-1,-1,-1,st pauls catholic primary school
"St Paul's International College, 463 Argyle St, Moss Vale NSW 2577, Australia",st paul's international college,-34.5492668,150.3680353,-34.54799542010727,150.3691264798927,-34.55069507989272,150.3664268201073,4.1,True,-1,-1,68,-1,st paul s international college
"Penrose St, London SE17 3DT, United Kingdom",st paul's primary school,51.4863603,-0.0989737,51.48785327989272,-0.0977026701072777,51.48515362010728,-0.1004023298927222,4.1,False,-1,-1,-1,-1,st paul s primary school
"Lot Fourteen, Level 2, Margaret Graham Building Frome Rd, Adelaide SA 5000, Australia",responsive space operations centre,-34.9204122,138.607821,-34.91897517010727,138.6090338298928,-34.92167482989272,138.6063341701073,0.0,,58,-1,76,67,the responsive space operations centre
"100 4th Avenue North, KOMO Plz, Seattle, WA 98109, United States",avis car rental,47.619032,-122.3487771,47.62031522989271,-122.3475008201073,47.61761557010727,-122.3502004798927,3.8,True,-1,-1,-1,-1,yiros central
"1 Tonsley Blvd, Clovelly Park SA 5042, Australia",roboroos,-35.0088397,138.5746678,-35.00728472010728,138.5759818798927,-35.00998437989272,138.5732822201073,5.0,,-1,-1,39,30,roboroos
"Level 2 & 3, K Building, The Gordon, Latrobe Terrace, Geelong VIC 3220, Australia",geelong tech school - at the gordon,-38.146091,144.3532701,-38.14472632010728,144.3544962798927,-38.14742597989272,144.3517966201073,5.0,True,-1,-1,72,-1,the geelong tech school
"10025 NE 186th St, Bothell, WA 98011, United States","anne s lu, md",47.7622896,-122.2064102,47.76361007989272,-122.2050644201073,47.76091042010728,-122.2077640798927,5.0,,-1,-1,-1,-1,news ltd
"30 College St, Wangaratta VIC 3677, Australia",borinya wangaratta community partnership,-36.3359962,146.3112997,-36.33449587010728,146.3124462,-36.33719552989272,146.3078602,4.5,,-1,-1,36,-1,naracoorte community news
"5/120 Albert Street, Auckland CBD, Auckland 1010, New Zealand",new zealand army,-36.84935979999999,174.7634144,-36.84797482010728,174.7646367298927,-36.85067447989272,174.7619370701073,3.4,True,-1,-1,-1,-1,the new zealand army
"18 King George Terrace, Parkes ACT 2600, Australia",old parliament house,-35.3022644,149.1297341,-35.30105937010728,149.13112415,-35.30375902989272,149.12823435,4.6,True,-1,-1,41,-1,parliament house
"51 Albert St, North Perth WA 6006, Australia",the macedonian community of wa,-31.9299604,115.8510153,-31.92861802010727,115.8523650298927,-31.93131767989272,115.8496653701073,4.0,False,-1,-1,35,-1,the international community of zimbabwe
"Forbes Rd, Harare, Zimbabwe",l'arche zimbabwe,-17.9265412,31.0067781,-17.92507377010728,31.00804612989273,-17.92777342989272,31.00534647010728,3.9,,-1,-1,-1,-1,archiball
"860 Terry Ave N, Seattle, WA 98109, United States",lake union park,47.6270967,-122.3371302,47.62849962989272,-122.3357748201073,47.62579997010728,-122.3384744798928,4.6,True,-1,-1,-1,-1,the national party
"Royal Botanic Gardens, Mrs Macquaries Rd, Sydney NSW 2000, Australia",palm house,-33.865938,151.217157,-33.86482282010727,151.2191388798927,-33.86752247989271,151.2164392201072,4.4,True,-1,-1,59,-1,parliament house
"2A George St, Brisbane City QLD 4000, Australia",queensland parliament,-27.4754275,153.0273952,-27.47397162010729,153.0288679298927,-27.47667127989273,153.0261682701072,4.4,True,-1,-1,38,-1,the sa parliament
"3841 William Hardee Rd, San Antonio, TX 78234, United States",232nd medical battalion,29.4630442,-98.434216,29.46437462989271,-98.43286617010727,29.46167497010727,-98.43556582989272,0.0,,-1,-1,-1,24,nd th battalion
"2 Adelaide Terrace, Perth WA 6004, Australia",western australia police force,-31.9612317,115.8791632,-31.96006377010728,115.8805290298927,-31.96276342989273,115.8778293701073,2.0,False,2,-1,35,-1,western australia police force
"47 Liverpool St, Hobart TAS 7000, Australia",tasmania police,-42.8800064,147.3281454,-42.87874797010728,147.3295111298927,-42.88144762989273,147.3268114701073,3.7,,-1,-1,34,-1,tasmania police force
"1401 W 6th St, DuPont, WA 98327, United States",western region training support center (tsc),47.0909479,-122.6264659,47.09231992989272,-122.6250295701073,47.08962027010728,-122.6277292298928,3.5,False,-1,-1,-1,-1,western districts sports club
"Taji, Iraq",taji,33.5312281,44.2646701,33.59803480000001,44.3460184,33.3923227,44.1389465,,,-1,-1,-1,-1,taji
"Bolo Kidul 06/IV,, Bolo Lor, Taji, Kec. Juwiring, Kabupaten Klaten, Jawa Tengah 57472, Indonesia",masjid at taufiq taji,-7.653357599999999,110.7652122,-7.65202602010728,110.7665422798927,-7.654725679892723,110.7638426201073,4.5,,-1,-1,-1,-1,viasat australia
"3288 2nd Division Dr, Joint Base Lewis-McChord, WA 98433, United States",16 combat aviation brigade,47.0815305,-122.5698481,47.08311817989271,-122.5683287701073,47.08041852010727,-122.5710284298927,0.0,True,-1,-1,-1,-1,cobham aviation
"Claremont, CA 91711, United States",career development office,34.0990316,-117.7141298,34.10046717989272,-117.7127762701073,34.09776752010728,-117.7154759298927,0.0,,-1,-1,-1,-1,hcap development
"1016 E Pike St, Seattle, WA 98122, United States",lifelong-chicken soup brigade - food distribution center,47.6142937,-122.3186752,47.61558962989272,-122.3173294701073,47.61288997010728,-122.3200291298927,4.7,,-1,-1,-1,-1,the st brigade rd brigade
"HX9G+HH, Holtze NT 0829, Australia",1st combat service support battalion (1 cssb),-12.430993,130.9764929,-12.42967967010728,130.9777581798927,-12.43237932989272,130.9750585201073,0.0,,-1,-1,25,-1,th combat service support battalion
"600 E Boulevard Ave, Bismarck, ND 58505, United States",north dakota department of health,46.8204021,-100.7828052,46.82170772989272,-100.7813053201073,46.81900807010728,-100.7840049798927,2.7,False,-1,-1,-1,-1,the department of health
"Parliament House, North Terrace, Adelaide SA 5000, Australia",parliament of south australia,-34.9211381,138.5987173,-34.91998562010728,138.5999126798927,-34.92268527989272,138.5972130201073,4.3,True,33,-1,51,42,the parliament of south australia
